timestamp,t_hours,t_out_c,ghi_w_m2,rh_out_frac,wind_m_s,t_in_c,rh_in_frac,heat_setpoint_c,hvac_kw,hvac_on_frac,heating_on_frac,cooling_on_frac,hvac_runtime_s,q_int_kw_hidden,split
2024-07-15 02:37:00.000457762,2.6166668,25.313248,0.0,0.25,3.5098782,25.719131,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.45371127,train
2024-07-15 02:42:00.000171662,2.7,25.218946,0.0,0.25,3.2585275,25.635834,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.40996423,train
2024-07-15 02:47:00.000743866,2.7833335,25.173567,0.0,0.25,3.161926,25.712196,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.3425146,train
2024-07-15 02:52:00.000457762,2.8666668,25.280363,0.0,0.25,3.2010667,25.656702,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.33001253,train
2024-07-15 02:57:00.001029967,2.9500003,25.117783,0.0,0.25,3.2439694,25.642326,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.30413476,train
2024-07-15 03:02:00.000743866,3.0333335,25.147205,0.0,0.25,3.2981827,25.619654,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.30061433,train
2024-07-15 03:07:00.000457762,3.1166668,24.958876,0.0,0.25,3.3619792,25.76719,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.30344415,train
2024-07-15 03:12:00.001888275,3.2000005,25.194817,0.0,0.25,3.386036,25.734787,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.31540602,train
2024-07-15 03:17:00.000743866,3.2833335,25.896864,0.0,0.25,3.2287157,25.543045,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.27740708,train
2024-07-15 03:22:00.000457762,3.3666668,25.974413,0.0,0.25,3.0089118,25.63353,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.30999836,train
2024-07-15 03:27:00.001888275,3.4500005,26.167805,0.0,0.25,3.030091,25.732529,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.36234328,train
2024-07-15 03:32:00.000743866,3.5333335,25.553293,0.0,0.25,2.9359958,25.523617,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.41780806,train
2024-07-15 03:37:00.000457762,3.6166668,25.76946,0.0,0.25,3.0724638,25.666012,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.4093004,train
2024-07-15 03:42:00.001888275,3.7000005,25.866863,0.0,0.25,3.084617,25.693783,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.41664028,train
2024-07-15 03:47:00.000743866,3.7833335,25.920486,0.0,0.25,3.1949022,25.715097,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.41312295,train
2024-07-15 03:52:00.000457762,3.8666668,25.631628,0.0,0.25,3.128444,25.589901,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.4154167,train
2024-07-15 03:57:00.001888275,3.9500005,25.818626,0.0,0.25,2.9527571,25.583998,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.43250942,train
2024-07-15 04:02:00.001602171,4.033334,25.649395,0.0,0.25,3.1689403,25.632433,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.51606447,train
2024-07-15 04:07:00.000457762,4.116667,25.769547,0.0,0.25,3.0645611,25.511162,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.5055703,train
2024-07-15 04:12:00.001029967,4.2000003,25.639465,0.0,0.25,3.249067,25.55531,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.50771254,train
2024-07-15 04:17:00.001602171,4.283334,25.282198,0.0,0.25,3.4749508,25.73059,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.4689415,train
2024-07-15 04:22:00.000457762,4.366667,24.784311,0.0,0.25,3.7038648,25.633509,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.47308084,train
2024-07-15 04:27:00.001029967,4.4500003,24.94604,0.0,0.25,3.8171842,25.660273,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.4140328,train
2024-07-15 04:32:00.001602171,4.533334,24.769758,0.0,0.25,4.099459,25.673876,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.37952992,train
2024-07-15 04:37:00.000457762,4.616667,24.359663,0.6177201,0.25,4.3072314,25.664448,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.37954995,train
2024-07-15 04:42:00.001029967,4.7000003,24.593391,7.272844,0.25,4.553703,25.602652,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.39362368,train
2024-07-15 04:47:00.003318788,4.7833343,24.470087,15.551978,0.25,4.590173,25.680836,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.4215702,train
2024-07-15 04:52:00.000457762,4.866667,24.502937,23.053625,0.25,4.5200915,25.532715,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.46017915,train
2024-07-15 04:57:00.001029967,4.9500003,24.8199,31.421402,0.25,4.449586,25.569483,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.4316348,train
2024-07-15 05:02:00.003318788,5.0333343,25.245869,38.922314,0.25,4.4548693,25.600008,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.415184,train
2024-07-15 05:07:00.000457762,5.116667,24.848803,45.94738,0.25,4.300444,25.717215,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.38578734,train
2024-07-15 05:12:00.001029967,5.2000003,24.797543,53.571583,0.25,4.1188903,25.794802,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.36355808,train
2024-07-15 05:17:00.003318788,5.2833343,24.765736,63.11393,0.25,3.987395,25.671844,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.3996075,train
2024-07-15 05:22:00.000457762,5.366667,24.504805,71.808914,0.25,3.6867898,25.65552,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.36192665,train
2024-07-15 05:27:00.001029967,5.4500003,24.472347,81.890526,0.25,3.7568681,25.858957,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.35272518,train
2024-07-15 05:32:00.003318788,5.5333343,24.496614,92.44918,0.25,3.5649972,25.580814,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.38053817,train
2024-07-15 05:37:00.000457762,5.616667,24.467754,102.44026,0.25,3.5548933,25.693819,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.4366785,train
2024-07-15 05:42:00.001029967,5.7000003,24.345947,116.23821,0.25,3.5306,25.842434,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.41757002,train
2024-07-15 05:47:00.003318788,5.7833343,24.365395,123.85998,0.25,3.4131553,25.673416,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.445436,train
2024-07-15 05:52:00.000457762,5.866667,24.41006,129.94081,0.25,3.240975,25.622574,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.46424156,train
2024-07-15 05:57:00.001029967,5.9500003,24.18211,142.76726,0.25,3.3851202,25.620039,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.48061043,train
2024-07-15 06:02:00.003318788,6.0333343,24.141808,154.93,0.25,3.7471523,25.846537,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.48299024,train
2024-07-15 06:07:00.000457762,6.116667,23.802631,167.34253,0.25,3.7733917,25.76127,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.44479942,train
2024-07-15 06:12:00.001029967,6.2000003,23.556593,174.33711,0.25,3.8058953,25.789831,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.48331997,train
2024-07-15 06:17:00.003318788,6.2833343,23.518064,176.20486,0.25,3.9465497,25.813557,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.4831392,train
2024-07-15 06:22:00.002174376,6.3666673,23.53077,186.3339,0.25,3.7493138,25.630919,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.5122277,train
2024-07-15 06:27:00.001029967,6.4500003,23.541044,191.9232,0.25,3.7227414,25.75664,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.52033025,train
2024-07-15 06:32:00.001602171,6.533334,23.467283,196.10388,0.25,3.7136288,25.736181,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.5666074,train
2024-07-15 06:37:00.002174376,6.6166673,23.492176,199.5478,0.25,3.6991842,25.635845,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.5844501,train
2024-07-15 06:42:00.001029967,6.7000003,23.52308,207.18558,0.25,3.8253677,25.742735,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.6256626,train
2024-07-15 06:47:00.001602171,6.783334,23.553291,210.07002,0.25,3.9798267,25.799923,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.62765646,train
2024-07-15 06:52:00.002174376,6.8666673,23.413097,210.49516,0.25,3.8080986,25.894583,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.6127049,train
2024-07-15 06:57:00.001029967,6.9500003,23.546112,224.6547,0.25,3.6982148,25.897327,0.4,26.5,0.0,-0.0,-0.0,0.0,0.0,0.67980826,train
2024-07-15 07:02:00.001602171,7.033334,23.600218,236.53275,0.25,3.6754613,25.669378,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.73705345,train
2024-07-15 07:07:00.002174376,7.1166673,23.895004,246.1267,0.25,3.5771108,25.725397,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.7311869,train
2024-07-15 07:12:00.001029967,7.2000003,23.644224,236.98763,0.25,3.2115276,25.780231,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.76241684,train
2024-07-15 07:17:00.001602171,7.283334,24.126667,241.49565,0.25,3.202153,25.58299,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.79775035,train
2024-07-15 07:22:00.002174376,7.3666673,24.43705,249.34546,0.25,3.0300703,25.737267,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.823214,train
2024-07-15 07:27:00.001029967,7.4500003,24.449425,248.36064,0.25,3.0850499,25.58234,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.8629946,train
2024-07-15 07:32:00.001602171,7.533334,24.259293,266.7789,0.25,3.190424,25.51249,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.82630616,train
2024-07-15 07:37:00.002174376,7.6166673,24.620361,275.6621,0.25,3.2569833,25.45585,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.8082196,train
2024-07-15 07:42:00.001029967,7.7000003,24.65692,273.7959,0.25,3.106613,25.307768,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.80726606,train
2024-07-15 07:47:00.001602171,7.783334,24.784986,285.89325,0.25,3.19717,25.290197,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.7915427,train
2024-07-15 07:52:00.002174376,7.8666673,24.523024,290.02252,0.25,3.571041,25.143505,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.75179946,train
2024-07-15 07:57:00.001029967,7.9500003,24.285263,273.66513,0.25,3.7098873,25.168116,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.8094501,train
2024-07-15 08:01:59.998168945,8.033333,24.537645,276.83765,0.25,3.3129494,25.092852,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.838204,train
2024-07-15 08:07:00.003890992,8.116668,24.57649,286.08112,0.25,3.0949528,25.103827,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.8523306,train
2024-07-15 08:12:00.002746580,8.200001,24.693502,303.89847,0.25,2.8922102,25.00819,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.85383683,train
2024-07-15 08:16:59.998168945,8.283333,25.176674,299.38998,0.25,2.8334644,25.075272,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.8796914,train
2024-07-15 08:22:00.003890992,8.366668,25.306793,296.09497,0.25,3.0561843,24.7762,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.8638709,train
2024-07-15 08:27:00.002746580,8.450001,25.315403,286.97882,0.25,3.1218104,24.967289,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.8373424,train
2024-07-15 08:31:59.998168945,8.533333,25.442669,291.9036,0.25,3.0618522,24.778053,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.7958254,train
2024-07-15 08:37:00.003890992,8.616668,25.143744,300.92993,0.25,2.9849772,24.783178,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.7611694,train
2024-07-15 08:42:00.002746580,8.700001,25.21539,299.78943,0.25,2.8401496,24.723103,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.7008634,train
2024-07-15 08:46:59.998168945,8.783333,25.023787,328.299,0.25,2.7396348,24.628405,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.6977202,train
2024-07-15 08:52:00.003890992,8.866668,24.638844,324.0544,0.25,2.8258636,24.690609,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.67765373,train
2024-07-15 08:57:00.002746580,8.950001,24.12959,322.88437,0.25,2.7005703,24.523767,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.61055064,train
2024-07-15 09:01:59.998168945,9.033333,23.722994,338.35196,0.25,2.787871,24.67944,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.5355564,train
2024-07-15 09:07:00.003890992,9.116668,23.513908,345.6953,0.25,2.8598688,24.536009,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.44765717,train
2024-07-15 09:12:00.002746580,9.200001,23.646862,345.4715,0.25,2.8344884,24.335241,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.41269714,train
2024-07-15 09:17:00.005035401,9.283335,23.965273,360.77646,0.25,2.7029579,24.360418,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.42717552,train
2024-07-15 09:22:00.003890992,9.366668,24.363783,369.04013,0.25,2.56939,24.276945,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.4044931,train
2024-07-15 09:27:00.002746580,9.450001,24.423462,368.54108,0.25,2.7275817,24.33876,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.36666805,train
2024-07-15 09:32:00.005035401,9.533335,24.452671,374.92282,0.25,2.7345428,24.221275,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.37127647,train
2024-07-15 09:37:00.003890992,9.616668,24.537533,379.25308,0.25,2.6212575,24.355877,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.39857695,train
2024-07-15 09:42:00.002746580,9.700001,24.792439,383.79782,0.25,2.1315486,24.075306,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.43590933,train
2024-07-15 09:47:00.005035401,9.783335,24.918112,414.98486,0.25,2.0554445,24.080778,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.4839892,train
2024-07-15 09:52:00.003890992,9.866668,25.350294,423.0233,0.25,1.7572712,24.151846,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.480746,train
2024-07-15 09:57:00.002746580,9.950001,25.46273,434.93512,0.25,1.9592062,24.032555,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.45085213,train
2024-07-15 10:02:00.005035401,10.033335,25.911577,419.6674,0.25,2.0360792,24.009876,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.48680368,train
2024-07-15 10:07:00.003890992,10.116668,26.363111,421.89047,0.25,2.076727,23.86562,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.51489466,train
2024-07-15 10:12:00.002746580,10.200001,26.509605,434.89096,0.25,2.2866948,23.770245,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.5361463,train
2024-07-15 10:17:00.005035401,10.283335,26.024618,470.35214,0.25,2.067424,23.762405,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.53787035,train
2024-07-15 10:22:00.003890992,10.366668,26.029427,491.50397,0.25,1.9170828,23.740538,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.542611,train
2024-07-15 10:27:00.002746580,10.450001,25.652245,472.5438,0.25,1.7202479,23.757132,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.486585,train
2024-07-15 10:32:00.005035401,10.533335,25.449581,490.51758,0.25,1.7977631,23.663275,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.47272655,train
2024-07-15 10:37:00.003890992,10.616668,25.529871,492.81052,0.25,1.5428597,23.531254,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.46078548,train
2024-07-15 10:42:00.002746580,10.700001,25.666254,478.27,0.25,1.4965832,23.782743,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.45435458,train
2024-07-15 10:47:00.005035401,10.783335,25.5963,490.6267,0.25,1.6275021,23.731176,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.43861967,train
2024-07-15 10:52:00.003890992,10.866668,26.152843,512.9301,0.25,1.4516591,23.553806,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.46355936,train
2024-07-15 10:57:00.002746580,10.950001,25.973299,533.4194,0.25,1.285025,23.615013,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.4285031,train
2024-07-15 11:02:00.005035401,11.033335,26.21276,560.8798,0.25,1.4586865,23.643625,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.42095992,train
2024-07-15 11:07:00.003890992,11.116668,26.540989,587.0861,0.25,1.6674435,23.561783,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.47489545,train
2024-07-15 11:12:00.002746580,11.200001,27.0546,586.8387,0.25,1.8574933,23.507925,0.4,24.0,-5.4,-0.6,0.0,0.6,180.0,0.49304494,train
2024-07-15 11:17:00.005035401,11.283335,27.096594,583.3519,0.25,1.8983597,23.593996,0.4,24.0,0.0,-0.0,-0.0,0.0,0.0,0.47855163,train
2024-07-15 11:22:00.003890992,11.366668,27.366005,587.93823,0.25,2.0281608,23.723286,0.4,24.0,0.0,-0.0,-0.0,0.0,0.0,0.47337103,train
2024-07-15 11:27:00.002746580,11.450001,27.10775,592.7514,0.25,2.005692,23.660206,0.4,24.0,0.0,-0.0,-0.0,0.0,0.0,0.5024903,train
2024-07-15 11:32:00.005035401,11.533335,27.266468,620.19727,0.25,1.7402292,23.591812,0.4,24.0,0.0,-0.0,-0.0,0.0,0.0,0.489666,train
2024-07-15 11:37:00.003890992,11.616668,27.666801,642.147,0.25,1.5234301,23.68259,0.4,24.0,0.0,-0.0,-0.0,0.0,0.0,0.4839525,train
2024-07-15 11:42:00.002746580,11.700001,27.628428,635.88837,0.25,1.5579776,23.829737,0.4,24.0,0.0,-0.0,-0.0,0.0,0.0,0.48052427,train
2024-07-15 11:47:00.005035401,11.783335,27.709114,630.2311,0.25,1.7498602,23.847836,0.4,24.0,0.0,-0.0,-0.0,0.0,0.0,0.47269937,train
2024-07-15 11:52:00.003890992,11.866668,27.750114,638.8057,0.25,1.7685604,23.938843,0.4,24.0,0.0,-0.0,-0.0,0.0,0.0,0.4124157,train
2024-07-15 11:57:00.002746580,11.950001,27.807127,659.0539,0.25,1.7372082,23.999233,0.4,24.0,0.0,-0.0,-0.0,0.0,0.0,0.378465,train
2024-07-15 12:02:00.005035401,12.033335,28.241749,685.6211,0.25,1.7508458,24.065584,0.4,24.0,0.0,-0.0,-0.0,0.0,0.0,0.3612473,train
2024-07-15 12:07:00.003890992,12.116668,28.352577,695.9216,0.25,1.8541106,24.30914,0.4,24.0,0.0,-0.0,-0.0,0.0,0.0,0.35566124,train
2024-07-15 12:12:00.002746580,12.200001,28.350157,690.3942,0.25,1.9124521,24.27851,0.4,24.0,0.0,-0.0,-0.0,0.0,0.0,0.38602874,train
2024-07-15 12:17:00.005035401,12.283335,28.552263,686.07446,0.25,1.7061856,24.201138,0.4,24.0,0.0,-0.0,-0.0,0.0,0.0,0.37204358,train
2024-07-15 12:22:00.003890992,12.366668,28.496685,662.8139,0.25,1.732733,24.35891,0.4,24.0,0.0,-0.0,-0.0,0.0,0.0,0.38220668,train
2024-07-15 12:27:00.002746580,12.450001,28.510254,665.50183,0.25,1.5198132,24.443464,0.4,24.0,0.0,-0.0,-0.0,0.0,0.0,0.38420758,train
2024-07-15 12:32:00.005035401,12.533335,28.417122,669.1276,0.25,1.4958748,24.323433,0.4,24.0,0.0,-0.0,-0.0,0.0,0.0,0.3830112,train
2024-07-15 12:37:00.003890992,12.616668,28.405731,664.5155,0.25,1.4052619,24.516645,0.4,24.0,-3.6000001,-0.4,0.0,0.4,120.0,0.41842294,train
2024-07-15 12:42:00.002746580,12.700001,28.443134,668.6174,0.25,1.3383651,24.495224,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.40675855,train
2024-07-15 12:47:00.005035401,12.783335,28.566126,668.1714,0.25,1.4104631,24.549013,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.42079496,train
2024-07-15 12:52:00.003890992,12.866668,28.74383,627.2869,0.25,1.5970877,24.31251,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.42928347,train
2024-07-15 12:56:59.999313354,12.95,28.532644,613.57263,0.25,1.7112406,24.420895,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.39644194,train
2024-07-15 13:02:00.005035401,13.033335,28.48408,592.2877,0.25,2.0485587,24.374786,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.41232282,train
2024-07-15 13:07:00.003890992,13.116668,28.655657,589.7059,0.25,2.0059636,24.486097,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.42558852,train
2024-07-15 13:11:59.999313354,13.2,28.50842,580.0965,0.25,1.7649153,24.387888,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.41286707,train
2024-07-15 13:17:00.005035401,13.283335,28.854843,586.5923,0.25,1.8242044,24.419178,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.3540016,train
2024-07-15 13:22:00.003890992,13.366668,28.64452,588.00696,0.25,1.8908503,24.25676,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.36588773,train
2024-07-15 13:26:59.999313354,13.45,28.298143,585.6628,0.25,2.1034303,24.205381,0.4,24.0,-9.0,-1.0,0.0,1.0,300.0,0.4068472,train
